Test,x0(m),y0(m),d(m),SNR(dB),direction_theta(rad),R_Tar(Mbps),V_Tar(m/s),UE_num,V_Cond,Connected UE_num for target AP,R_targetAP,SNR_Connected_targetAP,Ideal_Thr(Target),UTI_Thr_List(per10ms),UTI(3%),UTI(5%),Runtime
467,0.795247751805701,9.007947900288515,0.5228161498089202,22.191666122147637,1.7005847793058781,50.0,4.531335446487816,50,"(0.1,)",2,"[50.0, 53.90457010225099]","[22.191666122147637, 21.948976408230557]",50.0,"[50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 46.53149520576643]",0.39,0.39,7.315632581710815
468,0.9574713532180098,9.207311670346353,0.5428692043421455,22.66867665230251,1.968167061385151,50.0,11.295945577324625,50,"(0.1,)",2,"[50.0, 40.67478865203127]","[22.66867665230251, 22.643137376940725]",50.0,"[50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 46.53149520576643]",0.29000000000000004,0.29000000000000004,6.469167232513428
469,0.4867917001442114,8.562598672485867,0.7858792315125922,19.95293496392364,2.354962014494581,50.0,14.721385363807332,50,"(0.1,)",3,"[50.0, 37.9760198532419, 40.67478865203127]","[19.95293496392364, 21.75612367921196, 23.127955637811226]",44.28488298865009,[41.5415437967695],0.01,0.01,0.49242115020751953
470,0.36486522251786174,8.421410131344464,0.9441582897435243,19.248023633410526,0.6840833964128887,50.0,9.978335287177584,50,"(0.1,)",2,"[50.0, 37.9760198532419]","[19.248023633410526, 21.465706292472046]",50.0,"[50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 46.53149520576643]",0.09000000000000001,0.09000000000000001,2.0403313636779785
475,0.3479804759426586,8.287077143485735,1.0138721777738846,18.109181065076704,2.605804443372382,50.0,5.457419636541498,50,"(0.1,)",1,[50.0],[18.109181065076704],50.0,"[50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 48.2843670871917, 42.725736051186686]",0.97,0.98,19.89724087715149
478,0.31980657234264065,8.288345995615074,1.0384528071229735,18.109181065076704,2.598921581439643,50.0,2.0794397812963683,50,"(0.1,)",4,"[50.0, 37.9760198532419, 128.1710411214003, 23.92467743711149]","[18.109181065076704, 20.215716524638765, 22.2051264269884, 22.475704814988475]",30.189333474128887,"[30.189333474128887, 31.15615784757713, 31.15615784757713, 32.374754972436534, 32.374754972436534, 32.374754972436534, 32.374754972436534, 32.374754972436534, 31.15615784757713, 30.189333474128887, 28.77301925386802, 28.77301925386802, 28.77301925386802, 28.77301925386802, 28.77301925386802, 28.77301925386802, 28.77301925386802, 28.77301925386802, 28.77301925386802, 27.192337665545363]",0.11000000000000001,0.19999999999999998,4.075469255447388
479,0.3645322581892886,8.358734079730198,0.9680610219154245,18.699678759039678,2.543836183937552,50.0,12.082695016280987,50,"(0.1,)",5,"[50.0, 37.9760198532419, 128.1710411214003, 23.92467743711149, 39.35211818797064]","[18.699678759039678, 18.699678759039678, 20.934633659177333, 23.101393175204095, 16.03634537298961]",24.924926278061704,[23.01841540309442],0.01,0.01,0.47672533988952637
481,0.1575768555597351,8.006597906639893,1.3213761761591378,16.27009777107469,0.33542141394479363,50.0,7.00452408611296,50,"(0.1,)",3,"[50.0, 37.9760198532419, 23.92467743711149]","[16.27009777107469, 19.48683890611836, 22.532341451036917]",36.256450220727146,"[36.926332936458024, 36.926332936458024, 38.364025671824024, 38.364025671824024, 38.364025671824024, 36.926332936458024, 34.75547214735066, 34.15264156088149]",0.07,0.08000000000000002,1.8454005718231201
536,7.607248027927105,8.472703340130984,1.1759147533945657,15.607286120212507,1.8409092846160924,50.0,18.622530314163114,50,"(0.1,)",1,[50.0],[15.607286120212507],50.0,"[50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 42.73543027609612]",0.32,0.32,6.506815195083618
554,7.849292686763525,8.02697085638424,1.1550085742692164,14.578213146566366,1.6427491846443134,50.0,1.433074873177514,50,"(0.1,)",6,"[50.0, 115.27296690582034, 56.16828418168198, 113.2586005282906, 40.67478865203127, 175.49967280408384]","[14.578213146566366, 21.61339508268725, 20.535501038917673, 22.173349576001925, 21.841461329118374, 21.577215718063755]",16.307321843787264,"[16.307321843787264, 16.392253992288772, 16.392253992288772, 16.37054292074232, 16.248724827333458, 16.035085023280736, 15.739145822800491, 15.739145822800491, 15.3711723708701]",0.07,0.09000000000000001,2.6830756664276123
